original ID,Individual recoded,Trial,Box,Box recoded,Family (old),Family NEW,Donor (D) / Receptor (R),Weight start (g),Weight  end or death (g),Description of symptoms,Day of first symptoms,Day of death,parasites,Donor (D) / Receptor (R),Donor fam,Family combinations,Original sire ID,Sire_rec,Original sire ID,Dam_rec,Sex,Genotype,Weight start (g),Weight category,Description of symptoms,Ascite,Belly up,Color change,Haemorragia,Depigmentation,Erratic swimming,Wound,Day start to end (resilience),Days onset symptoms (susceptibility),Days onset to death (tolerance) ,Removed (yes/no),"Resilience (0 dead/UC, 1 survive/C)","Resistance (0 dead/UC, 1 survive/C)","Tolerance (0 dead/UC, 1 survive/C)"
1543,1443,2,22,58,36,36,R,67.9,71.9,color change,2015-04-29,2015-05-13,yes,R,46,13,FB-Y-35,15,FB-X-279,12,Female,Yes,67.9,7,color change,,,x,,,,,117,103,14,no,0,0,0
1544,1444,2,22,58,36,36,R,102.6,121.6,color change,2015-05-13,2015-05-18,yes,R,46,13,FB-Y-35,15,FB-X-279,12,Male,Yes,102.6,9,color change,,,x,,,,,122,117,5,no,0,0,0
1545,1445,2,22,58,36,36,R,99.1,103.4,NA,NA,2015-05-10,yes,R,46,13,FB-Y-35,15,FB-X-279,12,NA,Yes,99.1,9,NA,,,,,,,,114,NA,NA,no,0,no,no
1546,1446,2,22,58,42,42,R,76.9,87.9,color change,2015-05-03,2015-05-13,yes,R,46,13,FB-Y-66,19,FB-X-189,20,Male,Yes,76.9,7,color change,,,x,,,,,117,107,10,no,0,0,0
1547,1447,2,22,58,42,42,R,60.9,48.3,NA,NA,2015-05-15,yes,R,46,13,FB-Y-66,19,FB-X-189,20,Male,Yes,60.9,6,NA,,,,,,,,119,NA,NA,no,0,no,no
1548,1448,2,22,58,42,42,R,80.3,166,NA,NA,2015-06-25,slaughtered,R,46,13,FB-Y-66,19,FB-X-189,20,Male,Yes,80.3,7,NA,,,,,,,,160,160,NA,no,1,1,no
1549,1449,2,22,58,42,42,R,106.2,133.8,color change,2015-05-04,2015-05-17,yes,R,46,13,FB-Y-66,19,FB-X-189,20,Female,Yes,106.2,9,color change,,,x,,,,,121,108,13,no,0,0,0
1550,1450,2,22,58,42,42,R,93.7,145.8,NA,NA,2015-06-25,slaughtered,R,46,13,FB-Y-66,19,FB-X-189,20,Male,Yes,93.7,8,NA,,,,,,,,160,160,NA,no,1,1,no
1551,1451,2,23,59,46,46,D,61,50.5,NA,NA,2015-02-28,yes,D,D,14,FB-Y-131,30,FB-X-279,12,NA,Yes,61,6,NA,,,,,,,,43,NA,NA,no,1,no,no
1552,1452,2,23,59,46,46,D,113.2,161,NA,NA,2015-06-25,slaughtered,D,D,14,FB-Y-131,30,FB-X-279,12,NA,Yes,113.2,9,NA,,,,,,,,160,160,NA,no,1,no,no
1553,1453,2,23,59,46,46,D,95.4,149.8,NA,NA,2015-06-25,slaughtered,D,D,14,FB-Y-131,30,FB-X-279,12,NA,Yes,95.4,8,NA,,,,,,,,160,160,NA,no,1,no,no
1554,1454,2,23,59,46,46,D,99.8,70.2,color change,2015-03-24,2015-04-02,yes,D,D,14,FB-Y-131,30,FB-X-279,12,NA,Yes,99.8,9,color change,,,x,,,,,76,67,9,no,1,0,0
1555,1455,2,23,59,46,46,D,101.5,88.3,color change,2015-02-27,2015-03-02,yes,D,D,14,FB-Y-131,30,FB-X-279,12,NA,Yes,101.5,9,color change,,,x,,,,,45,42,3,no,1,0,0
1556,1456,2,23,59,59,59,R,97.7,101.1,NA,NA,2015-05-13,yes,R,46,14,FB-Y-159,6,FB-X-334,5,Female,Yes,97.7,9,NA,,,,,,,,117,NA,NA,no,0,no,no
1557,1457,2,23,59,59,59,R,117.7,167.9,NA,NA,2015-06-25,slaughtered,R,46,14,FB-Y-159,6,FB-X-334,5,Female,Yes,117.7,10,NA,,,,,,,,160,160,NA,no,1,1,no
1558,1458,2,23,59,59,59,R,62.7,69,NA,NA,2015-05-12,yes,R,46,14,FB-Y-159,6,FB-X-334,5,Male,Yes,62.7,6,NA,,,,,,,,116,NA,NA,yes,no,no,no
1559,1459,2,23,59,59,59,R,70.9,98.1,color change,2015-06-19,2015-06-25,yes,R,46,14,FB-Y-159,6,FB-X-334,5,Female,Yes,70.9,7,color change,,,x,,,,,160,154,6,no,0,0,0
1560,1460,2,23,59,59,59,R,55.4,46.6,NA,NA,2015-05-13,yes,R,46,14,FB-Y-159,6,FB-X-334,5,Female,Yes,55.4,6,NA,,,,,,,,117,NA,NA,yes,no,no,no
1561,1461,2,23,59,60,60,R,83.7,112.8,NA,NA,2015-05-13,yes,R,46,14,FB-Y-112,28,FB-X-188,27,Female,Yes,83.7,8,NA,,,,,,,,117,NA,NA,no,0,no,no
1562,1462,2,23,59,60,60,R,92.6,100.4,NA,NA,2015-05-17,yes,R,46,14,FB-Y-112,28,FB-X-188,27,Male,Yes,92.6,8,NA,,,,,,,,121,NA,NA,no,0,no,no
1563,1463,2,23,59,60,60,R,93.1,97,color change,2015-05-13,2015-05-15,yes,R,46,14,FB-Y-112,28,FB-X-188,27,Male,Yes,93.1,8,color change,,,x,,,,,119,117,2,no,0,0,0
1564,1464,2,23,59,60,60,R,96.7,89.1,color change,2015-05-11,2015-05-13,yes,R,46,14,FB-Y-112,28,FB-X-188,27,Female,Yes,96.7,8,color change,,,x,,,,,117,115,2,no,0,0,0
1565,1465,2,23,59,60,60,R,94.4,91.2,NA,NA,2015-05-12,yes,R,46,14,FB-Y-112,28,FB-X-188,27,Male,Yes,94.4,8,NA,,,,,,,,116,NA,NA,no,0,no,no
1566,1466,2,23,59,48,48,R,135.2,164.4,NA,NA,2015-05-15,yes,R,46,14,FB-Y-156,5,FB-X-343,6,Female,Yes,135.2,10,NA,,,,,,,,119,NA,NA,no,0,no,no
1567,1467,2,23,59,48,48,R,152.8,162.3,color change,2015-05-09,2015-05-19,yes,R,46,14,FB-Y-156,5,FB-X-343,6,Male,Yes,152.8,10,color change,,,x,,,,,123,113,10,no,0,0,0
1568,1468,2,23,59,48,48,R,105.7,120.1,color change,2015-05-14,2015-05-17,yes,R,46,14,FB-Y-156,5,FB-X-343,6,Male,Yes,105.7,9,color change,,,x,,,,,121,118,3,no,0,0,0
1569,1469,2,23,59,48,48,R,107.8,100,NA,NA,2015-05-03,yes,R,46,14,FB-Y-156,5,FB-X-343,6,Male,Yes,107.8,9,NA,,,,,,,,107,NA,NA,no,0,no,no
1570,1470,2,23,59,48,48,R,87,168.5,NA,NA,2015-06-25,slaughtered,R,46,14,FB-Y-156,5,FB-X-343,6,Female,Yes,87,8,NA,,,,,,,,160,160,NA,no,1,1,no
1571,1471,2,23,59,43,43,R,89.5,133.2,NA,NA,2015-05-14,yes,R,46,14,FB-Y-66,19,FB-X-302,16,NA,Yes,89.5,8,NA,,,,,,,,118,NA,NA,no,0,no,no
1572,1472,2,23,59,43,43,R,93.1,113.3,color change,2015-04-27,2015-05-13,yes,R,46,14,FB-Y-66,19,FB-X-302,16,Female,Yes,93.1,8,color change,,,x,,,,,117,101,16,no,0,0,0
1573,1473,2,23,59,43,43,R,140.3,164.2,exophthalmia,2015-05-13,2015-05-14,yes,R,46,14,FB-Y-66,19,FB-X-302,16,Male,Yes,140.3,10,exophthalmia,,,,,,x,,118,117,1,no,0,0,0
1574,1474,2,23,59,43,43,R,105.8,122.8,color change,2015-05-03,2015-05-15,yes,R,46,14,FB-Y-66,19,FB-X-302,16,Male,Yes,105.8,9,color change,,,x,,,,,119,107,12,no,0,0,0
1575,1475,2,23,59,43,43,R,90.7,96.8,color change,2015-05-14,2015-05-17,yes,R,46,14,FB-Y-66,19,FB-X-302,16,Female,Yes,90.7,8,color change,,,x,,,,,121,118,3,no,0,0,0
1576,1476,2,24,60,46,46,D,48.3,44.2,color change,2015-01-19,2015-02-05,yes,D,D,15,FB-Y-131,30,FB-X-279,12,NA,Yes,48.3,6,color change,,,x,,,,,20,3,17,no,1,0,0
1577,1477,2,24,60,46,46,D,74.2,90.4,NA,NA,2015-06-25,slaughtered,D,D,15,FB-Y-131,30,FB-X-279,12,NA,Yes,74.2,7,NA,,,,,,,,160,160,NA,no,1,no,no
1578,1478,2,24,60,46,46,D,65.5,61.2,NA,NA,2015-06-25,slaughtered,D,D,15,FB-Y-131,30,FB-X-279,12,NA,Yes,65.5,6,NA,,,,,,,,160,160,NA,no,1,no,no
1579,1479,2,24,60,46,46,D,99.5,106.4,NA,NA,2015-05-18,yes,D,D,15,FB-Y-131,30,FB-X-279,12,NA,Yes,99.5,9,NA,,,,,,,,122,NA,NA,no,1,no,no
1580,1480,2,24,60,46,46,D,84.6,80.4,color change,2015-02-02,2015-02-07,yes,D,D,15,FB-Y-131,30,FB-X-279,12,NA,Yes,84.6,8,color change,,,x,,,,,22,17,5,no,1,0,0
1581,1481,2,24,60,55,55,R,72.8,158.9,NA,NA,2015-06-12,yes,R,46,15,FB-Y-35,15,FB-X-232,28,Male,Yes,72.8,7,NA,,,,,,,,147,NA,NA,no,0,no,no
1582,1482,2,24,60,55,55,R,137.3,106.3,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-35,15,FB-X-232,28,Female,Yes,137.3,10,NA,,,,,,,,160,160,NA,no,1,1,no
1583,1483,2,24,60,55,55,R,92.9,125.2,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-35,15,FB-X-232,28,Female,Yes,92.9,8,NA,,,,,,,,160,160,NA,no,1,1,no
1584,1484,2,24,60,55,55,R,114.4,102.9,color change,2015-05-23,2015-05-26,yes,R,46,15,FB-Y-35,15,FB-X-232,28,Female,Yes,114.4,10,color change,,,x,,,,,130,127,3,no,0,0,0
1585,1485,2,24,60,55,55,R,73.3,105.1,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-35,15,FB-X-232,28,Male,Yes,73.3,7,NA,,,,,,,,160,160,NA,no,1,1,no
1586,1486,2,24,60,38,38,R,73.4,103.1,NA,NA,2015-05-29,yes,R,46,15,FB-Y-64,17,FB-X-178,24,Female,Yes,73.4,7,NA,,,,,,,,133,NA,NA,no,0,no,no
1587,1487,2,24,60,38,38,R,85.5,103.1,color change,2015-05-01,2015-05-13,yes,R,46,15,FB-Y-64,17,FB-X-178,24,Male,Yes,85.5,8,color change,,,x,,,,,117,105,12,no,0,0,0
1588,1488,2,24,60,38,38,R,76.9,136.9,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-64,17,FB-X-178,24,Female,Yes,76.9,7,NA,,,,,,,,160,160,NA,no,1,1,no
1589,1489,2,24,60,38,38,R,58.3,64,color change,2015-04-20,2015-05-10,yes,R,46,15,FB-Y-64,17,FB-X-178,24,NA,Yes,58.3,6,color change,,,x,,,,,114,94,20,no,0,0,0
1590,1490,2,24,60,38,38,R,59.4,71.1,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-64,17,FB-X-178,24,Male,Yes,59.4,6,NA,,,,,,,,160,160,NA,no,1,1,no
1591,1491,2,24,60,48,48,R,105.8,177.7,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-156,5,FB-X-343,6,Male,Yes,105.8,9,NA,,,,,,,,160,160,NA,no,1,1,no
1592,1492,2,24,60,48,48,R,135.2,199,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-156,5,FB-X-343,6,Female,Yes,135.2,10,NA,,,,,,,,160,160,NA,no,1,1,no
1593,1493,2,24,60,48,48,R,107.8,123.4,NA,NA,2015-05-13,yes,R,46,15,FB-Y-156,5,FB-X-343,6,NA,No,107.8,9,NA,,,,,,,,117,NA,NA,no,0,no,no
1594,1494,2,24,60,48,48,R,107.1,163.2,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-156,5,FB-X-343,6,Male,Yes,107.1,9,NA,,,,,,,,160,160,NA,no,1,1,no
1595,1495,2,24,60,48,48,R,105,89.5,color change,2015-05-04,2015-05-12,yes,R,46,15,FB-Y-156,5,FB-X-343,6,Female,Yes,105,9,color change,,,x,,,,,116,108,8,no,0,0,0
1596,1496,2,24,60,50,70,R,79.6,161.7,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-89,24,FB-X-7,17,Female,Yes,79.6,7,NA,,,,,,,,160,160,NA,no,1,1,no
1597,1497,2,24,60,50,70,R,99,183.6,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-89,24,FB-X-7,17,Male,Yes,99,9,NA,,,,,,,,160,160,NA,no,1,1,no
1598,1498,2,24,60,50,70,R,83.4,128,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-89,24,FB-X-7,17,Male,Yes,83.4,8,NA,,,,,,,,160,160,NA,no,1,1,no
1599,1499,2,24,60,50,70,R,63.4,88.1,NA,NA,2015-06-25,slaughtered,R,46,15,FB-Y-89,24,FB-X-7,17,Female,Yes,63.4,6,NA,,,,,,,,160,160,NA,no,1,1,no
1600,1500,2,24,60,50,70,R,78.7,96.6,NA,NA,2015-05-29,yes,R,46,15,FB-Y-89,24,FB-X-7,17,NA,Yes,78.7,7,NA,,,,,,,,133,NA,NA,no,0,no,no
1601,1501,2,25,61,46,46,D,116.6,157.1,NA,NA,2015-06-25,slaughtered,D,D,16,FB-Y-131,30,FB-X-279,12,NA,Yes,116.6,10,NA,,,,,,,,160,160,NA,no,1,no,no
1602,1502,2,25,61,46,46,D,79.1,75.4,color change,2015-02-01,2015-02-03,yes,D,D,16,FB-Y-131,30,FB-X-279,12,NA,Yes,79.1,7,color change,,,x,,,,,18,16,2,no,1,0,0
1603,1503,2,25,61,46,46,D,68.4,62.6,color change,2015-02-14,2015-02-27,yes,D,D,16,FB-Y-131,30,FB-X-279,12,NA,Yes,68.4,7,color change,,,x,,,,,42,29,13,no,1,0,0
1604,1504,2,25,61,46,46,D,96.8,87.1,color change,2015-01-19,2015-02-06,yes,D,D,16,FB-Y-131,30,FB-X-279,12,NA,Yes,96.8,8,color change,,,x,,,,,21,3,18,no,1,0,0
1605,1505,2,25,61,46,46,D,99.7,85.8,NA,NA,2015-04-02,yes,D,D,16,FB-Y-131,30,FB-X-279,12,NA,Yes,99.7,9,NA,,,,,,,,76,NA,NA,no,1,no,no
1606,1506,2,25,61,9,9,R,116,116.3,NA,NA,2015-03-05,yes,R,46,16,FB-Y-88,23,FB-X-5,23,Female,Yes,116,10,NA,,,,,,,,48,NA,NA,no,0,no,no
1607,1507,2,25,61,9,9,R,161.4,250.8,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-88,23,FB-X-5,23,NA,Yes,161.4,10,NA,,,,,,,,160,160,NA,no,1,1,no
1608,1508,2,25,61,9,9,R,157.7,270.4,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-88,23,FB-X-5,23,Female,Yes,157.7,10,NA,,,,,,,,160,160,NA,no,1,1,no
1609,1509,2,25,61,9,9,R,159.8,212.8,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-88,23,FB-X-5,23,Female,Yes,159.8,10,NA,,,,,,,,160,160,NA,no,1,1,no
1610,1510,2,25,61,9,9,R,99.6,91.9,NA,NA,2015-03-11,yes,R,46,16,FB-Y-88,23,FB-X-5,23,Male,Yes,99.6,9,NA,,,,,,,,54,NA,NA,no,0,no,no
1611,1511,2,25,61,47,47,R,161,152.4,NA,NA,2015-03-21,yes,R,46,16,FB-Y-131,30,FB-X-232,28,Male,Yes,161,10,NA,,,,,,,,64,NA,NA,no,0,no,no
1612,1512,2,25,61,47,47,R,65.3,54.2,color change,2015-02-24,2015-03-02,yes,R,46,16,FB-Y-131,30,FB-X-232,28,Male,Yes,65.3,6,color change,,,x,,,,,45,39,6,no,0,0,0
1613,1513,2,25,61,47,47,R,107.6,90.3,color change,2015-03-21,2015-03-23,yes,R,46,16,FB-Y-131,30,FB-X-232,28,Male,Yes,107.6,9,color change,,,x,,,,,66,64,2,no,0,0,0
1614,1514,2,25,61,47,47,R,93.7,196.8,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-131,30,FB-X-232,28,Female,Yes,93.7,8,NA,,,,,,,,160,160,NA,no,1,1,no
1615,1515,2,25,61,47,47,R,36.8,32.9,NA,NA,2015-03-03,yes,R,46,16,FB-Y-131,30,FB-X-232,28,NA,Yes,36.8,4,NA,,,,,,,,46,NA,NA,no,0,no,no
1616,1516,2,25,61,45,45,R,148.1,255.9,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-64,17,FB-X-188,27,Female,Yes,148.1,10,NA,,,,,,,,160,160,NA,no,1,1,no
1617,1517,2,25,61,45,45,R,111.2,112.9,color change,2015-03-16,2015-03-22,yes,R,46,16,FB-Y-64,17,FB-X-188,27,Female,Yes,111.2,9,color change,,,x,,,,,65,59,6,no,0,0,0
1618,1518,2,25,61,45,45,R,107.6,114.2,exophthalmia,2015-03-08,2015-03-25,yes,R,46,16,FB-Y-64,17,FB-X-188,27,Female,Yes,107.6,9,exophthalmia,,,,,,x,,68,51,17,no,0,0,0
1619,1519,2,25,61,45,45,R,110.3,110,exophthalmia,2015-03-01,2015-03-16,yes,R,46,16,FB-Y-64,17,FB-X-188,27,Male,Yes,110.3,9,exophthalmia,,,,,,x,,59,44,15,no,0,0,0
1620,1520,2,25,61,45,45,R,73.8,89.6,NA,NA,2015-06-25,slaughtered,R,46,16,FB-Y-64,17,FB-X-188,27,Female,Yes,73.8,7,NA,,,,,,,,160,160,NA,no,1,1,no
1621,1521,2,25,61,53,53,R,82.2,79.9,color change,2015-03-09,2015-03-11,yes,R,46,16,FB-Y-100,34,FB-X-279,12,Male,Yes,82.2,8,color change,,,x,,,,,54,52,2,no,0,0,0
1622,1522,2,25,61,53,53,R,68.4,54.3,exophthalmia,2015-01-19,2015-02-07,yes,R,46,16,FB-Y-100,34,FB-X-279,12,NA,Yes,68.4,7,exophthalmia,,,,,,x,,22,3,19,no,0,0,0
1623,1523,2,25,61,53,53,R,66.1,224.9,exophthalmia,2015-06-02,2015-06-25,slaughtered,R,46,16,FB-Y-100,34,FB-X-279,12,Female,Yes,66.1,7,exophthalmia,,,,,,x,,160,137,23,no,1,0,1
1624,1524,2,25,61,53,53,R,45,40.2,NA,NA,2015-02-05,yes,R,46,16,FB-Y-100,34,FB-X-279,12,NA,Yes,45,5,NA,,,,,,,,20,NA,NA,no,0,no,no
1625,1525,2,25,61,53,53,R,85.6,75,NA,NA,2015-02-27,yes,R,46,16,FB-Y-100,34,FB-X-279,12,NA,Yes,85.6,8,NA,,,,,,,,42,NA,NA,no,0,no,no
1626,1526,2,26,62,46,46,D,108.7,127.3,NA,NA,2015-06-25,slaughtered,D,D,17,FB-Y-131,30,FB-X-279,12,NA,Yes,108.7,9,NA,,,,,,,,160,160,NA,no,1,no,no
1627,1527,2,26,62,46,46,D,197,96.7,NA,NA,2015-02-27,yes,D,D,17,FB-Y-131,30,FB-X-279,12,NA,Yes,197,0,NA,,,,,,,,42,NA,NA,no,1,no,no
1628,1528,2,26,62,46,46,D,72,66.2,belly up,2015-01-30,2015-02-05,yes,D,D,17,FB-Y-131,30,FB-X-279,12,NA,Yes,72,7,belly up,,x,,,,,,20,14,6,no,1,0,0
1629,1529,2,26,62,46,46,D,86.2,86.5,color change,2015-01-22,2015-02-03,yes,D,D,17,FB-Y-131,30,FB-X-279,12,NA,Yes,86.2,8,color change,,,x,,,,,18,6,12,no,1,0,0
1630,1530,2,26,62,46,46,D,64.3,60.3,NA,NA,2015-06-25,slaughtered,D,D,17,FB-Y-131,30,FB-X-279,12,NA,Yes,64.3,6,NA,,,,,,,,160,160,NA,no,1,no,no
1631,1531,2,26,62,58,58,R,61.6,90.3,color change,2015-05-02,2015-05-11,yes,R,46,17,FB-Y-58,33,FB-X-279,12,Male,Yes,61.6,6,color change,,,x,,,,,115,106,9,no,0,0,0
1632,1532,2,26,62,58,58,R,49.3,70.5,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-58,33,FB-X-279,12,Male,Yes,49.3,6,NA,,,,,,,,160,160,NA,no,1,1,no
1633,1533,2,26,62,58,58,R,123.8,160.8,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-58,33,FB-X-279,12,Female,Yes,123.8,10,NA,,,,,,,,160,160,NA,no,1,1,no
1634,1534,2,26,62,58,58,R,45.7,40.4,color change,2015-05-03,2015-05-11,yes,R,46,17,FB-Y-58,33,FB-X-279,12,Male,Yes,45.7,5,color change,,,x,,,,,115,107,8,no,0,0,0
1635,1535,2,26,62,58,58,R,80.7,73.8,NA,NA,2015-05-14,yes,R,46,17,FB-Y-58,33,FB-X-279,12,Male,Yes,80.7,7,NA,,,,,,,,118,NA,NA,no,0,no,no
1636,1536,2,26,62,52,52,R,86.6,129,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-112,28,FB-X-189,20,Male,Yes,86.6,8,NA,,,,,,,,160,160,NA,no,1,1,no
1637,1537,2,26,62,52,52,R,116.8,181.8,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-112,28,FB-X-189,20,NA,Yes,116.8,10,NA,,,,,,,,160,160,NA,no,1,1,no
1638,1538,2,26,62,52,52,R,86.5,101,color change,2015-05-07,2015-05-12,yes,R,46,17,FB-Y-112,28,FB-X-189,20,Female,Yes,86.5,8,color change,,,x,,,,,116,111,5,no,0,0,0
1639,1539,2,26,62,52,52,R,66.2,95.3,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-112,28,FB-X-189,20,Male,Yes,66.2,7,NA,,,,,,,,160,160,NA,no,1,1,no
1640,1540,2,26,62,52,52,R,43.4,70.2,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-112,28,FB-X-189,20,Male,Yes,43.4,5,NA,,,,,,,,160,160,NA,no,1,1,no
1641,1541,2,26,62,63,63,R,59.8,84.3,NA,NA,2015-05-16,yes,R,46,17,FB-Y-143,36,FB-X-282,22,Male,Yes,59.8,6,NA,,,,,,,,120,NA,NA,no,0,no,no
1642,1542,2,26,62,63,63,R,78,100,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-143,36,FB-X-282,22,Female,Yes,78,7,NA,,,,,,,,160,160,NA,no,1,1,no
1643,1543,2,26,62,63,63,R,63.2,137.4,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-143,36,FB-X-282,22,Male,Yes,63.2,6,NA,,,,,,,,160,160,NA,no,1,1,no
1644,1544,2,26,62,63,63,R,56.1,100.5,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-143,36,FB-X-282,22,Male,Yes,56.1,6,NA,,,,,,,,160,160,NA,no,1,1,no
1645,1545,2,26,62,63,63,R,83.2,165.2,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-143,36,FB-X-282,22,Male,Yes,83.2,8,NA,,,,,,,,160,160,NA,no,1,1,no
1646,1546,2,26,62,38,38,R,88.9,146.1,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-64,17,FB-X-178,24,Male,Yes,88.9,8,NA,,,,,,,,160,160,NA,no,1,1,no
1647,1547,2,26,62,38,38,R,96,90.4,NA,NA,2015-03-06,yes,R,46,17,FB-Y-64,17,FB-X-178,24,Female,Yes,96,8,NA,,,,,,,,49,NA,NA,no,0,no,no
1648,1548,2,26,62,38,38,R,89,150.2,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-64,17,FB-X-178,24,Male,Yes,89,8,NA,,,,,,,,160,160,NA,no,1,1,no
1649,1549,2,26,62,38,38,R,53,140.5,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-64,17,FB-X-178,24,Female,Yes,53,6,NA,,,,,,,,160,160,NA,no,1,1,no
1650,1550,2,26,62,38,38,R,41.6,54.9,NA,NA,2015-06-25,slaughtered,R,46,17,FB-Y-64,17,FB-X-178,24,NA,Yes,41.6,5,NA,,,,,,,,160,160,NA,no,1,1,no
1651,1551,2,27,63,46,46,D,76.3,73.9,color change,2015-06-19,2015-06-25,slaughtered,D,D,18,FB-Y-131,30,FB-X-279,12,NA,Yes,76.3,7,color change,,,x,,,,,160,154,6,no,1,0,0
1652,1552,2,27,63,46,46,D,81.9,76.7,color change,2015-02-26,2015-03-03,yes,D,D,18,FB-Y-131,30,FB-X-279,12,NA,Yes,81.9,7,color change,,,x,,,,,46,41,5,no,1,0,0
1653,1553,2,27,63,46,46,D,83.5,77.2,color change,2015-06-10,2015-06-25,slaughtered,D,D,18,FB-Y-131,30,FB-X-279,12,NA,Yes,83.5,8,color change,,,x,,,,,160,145,15,no,1,0,0
1654,1554,2,27,63,46,46,D,99.8,118.8,color change,2015-05-12,2015-05-23,yes,D,D,18,FB-Y-131,30,FB-X-279,12,NA,Yes,99.8,9,color change,,,x,,,,,127,116,11,no,1,0,0
1655,1555,2,27,63,46,46,D,84.6,72.1,color change,2015-03-05,2015-03-08,yes,D,D,18,FB-Y-131,30,FB-X-279,12,NA,Yes,84.6,8,color change,,,x,,,,,51,48,3,no,1,0,0
1656,1556,2,27,63,52,52,R,121.4,157.7,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-112,28,FB-X-189,20,NA,Yes,121.4,10,NA,,,,,,,,160,160,NA,no,1,1,no
1657,1557,2,27,63,52,52,R,143.1,166.2,color change,2015-05-11,2015-05-17,yes,R,46,18,FB-Y-112,28,FB-X-189,20,Male,Yes,143.1,10,color change,,,x,,,,,121,115,6,no,0,0,0
1658,1558,2,27,63,52,52,R,109,77.5,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-112,28,FB-X-189,20,Female,Yes,109,9,NA,,,,,,,,160,160,NA,no,1,1,no
1659,1559,2,27,63,52,52,R,71.2,72.5,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-112,28,FB-X-189,20,NA,Yes,71.2,7,NA,,,,,,,,160,160,NA,no,1,1,no
1660,1560,2,27,63,52,52,R,68,63.5,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-112,28,FB-X-189,20,Male,Yes,68,7,NA,,,,,,,,160,160,NA,no,1,1,no
1661,1561,2,27,63,36,36,R,127.5,173,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-35,15,FB-X-279,12,Female,Yes,127.5,10,NA,,,,,,,,160,160,NA,no,1,1,no
1662,1562,2,27,63,36,36,R,99.9,133,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-35,15,FB-X-279,12,Female,Yes,99.9,9,NA,,,,,,,,160,160,NA,no,1,1,no
1663,1563,2,27,63,36,36,R,97.5,119.3,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-35,15,FB-X-279,12,Male,Yes,97.5,9,NA,,,,,,,,160,160,NA,no,1,1,no
1664,1564,2,27,63,36,36,R,97.3,140.6,color change,2015-06-06,2015-06-16,yes,R,46,18,FB-Y-35,15,FB-X-279,12,Female,Yes,97.3,9,color change,,,x,,,,,151,141,10,no,0,0,0
1665,1565,2,27,63,36,36,R,100.6,101.3,NA,NA,2015-06-21,yes,R,46,18,FB-Y-35,15,FB-X-279,12,Female,Yes,100.6,9,NA,,,,,,,,156,NA,NA,no,0,no,no
1666,1566,2,27,63,54,54,R,70.6,113.3,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-92,25,FB-X-7,17,Female,Yes,70.6,7,NA,,,,,,,,160,160,NA,no,1,1,no
1667,1567,2,27,63,54,54,R,58,86.1,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-92,25,FB-X-7,17,Female,Yes,58,6,NA,,,,,,,,160,160,NA,no,1,1,no
1668,1568,2,27,63,54,54,R,38.2,73.6,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-92,25,FB-X-7,17,Male,Yes,38.2,4,NA,,,,,,,,160,160,NA,no,1,1,no
1669,1569,2,27,63,54,54,R,135.5,115.8,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-92,25,FB-X-7,17,Male,Yes,135.5,10,NA,,,,,,,,160,160,NA,no,1,1,no
